Wiek,Dochod_Miesieczny_PLN,Kwota_Kredytu_PLN,Okres_Kredytowania_Miesiace,Liczba_Dzieci,Staz_Pracy_Lata,Ocena_BIK,Wklad_Wlasny_Procent,Liczba_Spóźnionych_Rat,Wydatki_Stale_PLN,Karta_Kredytowa,Czy_Splaci_Kredyt
57,8594.81,456636,240,2,8,305,0.16,3,2711.4,1,0
50,7804.51,141743,36,2,5,587,0.06,1,3562.66,1,1
26,2000.0,272307,36,3,24,445,0.0,3,2124.37,1,0
60,8037.77,313568,12,1,27,723,0.22,1,3851.11,0,1
65,5899.76,456960,48,2,32,756,0.39,3,3792.75,1,0
56,2000.0,473547,60,2,8,501,0.15,2,4163.73,1,0
46,8596.36,413850,360,3,17,511,0.14,0,2805.24,1,1
59,8888.35,145870,24,2,20,305,0.14,2,3087.39,1,1
43,2190.98,294564,24,1,1,675,0.21,0,3914.19,0,0
52,6350.84,130575,36,3,14,746,0.18,2,2947.39,0,0
67,8777.18,268230,360,1,27,405,0.35,2,1998.77,1,0
42,8460.32,301444,360,2,17,700,0.2,1,2051.46,1,0
41,7672.12,362025,48,2,33,395,0.2,4,2738.55,1,0
30,2000.0,20749,240,1,21,687,0.06,3,1209.44,1,0
24,7459.09,114131,240,0,10,751,0.39,3,2356.74,0,0
53,5563.79,166193,120,2,12,715,0.1,3,3596.55,0,0
62,7991.72,400707,12,0,3,803,0.03,0,500.0,0,1
37,6512.32,309631,48,2,21,753,0.27,3,4034.48,0,1
18,5960.24,235019,48,0,6,590,0.24,3,3622.37,1,0
25,7281.81,436577,12,0,23,833,0.17,1,2040.24,1,1
63,5656.17,293367,360,0,3,492,0.17,2,3043.39,0,0
33,5951.45,82930,240,1,27,449,0.31,3,2503.15,0,0
31,4889.55,155128,240,0,14,814,0.08,4,3729.99,1,1
29,2789.18,300524,360,0,0,692,0.33,3,3482.68,1,1
68,7135.71,298179,240,0,2,615,0.26,0,1099.93,1,1
40,4387.94,302764,36,2,13,375,0.17,0,3087.26,1,0
32,5598.42,423093,48,0,0,569,0.18,0,2294.37,1,0
45,6573.95,266553,24,2,20,524,0.1,3,2582.83,0,0
51,2000.0,458532,12,0,28,829,0.3,1,1771.83,0,1
19,2277.3,205113,240,0,4,412,0.21,4,4248.14,1,0
49,5400.52,389504,120,1,9,550,0.13,3,3540.06,1,0
40,6909.13,63352,240,2,27,532,0.24,1,1760.23,0,1
39,7488.08,434127,240,0,20,382,0.4,1,1165.39,1,0
68,2817.37,173856,60,2,6,424,0.17,3,2114.33,0,0
42,7273.26,13191,36,2,2,474,0.37,3,2934.5,0,1
39,5509.86,436376,12,3,19,368,0.14,1,2740.21,0,0
39,4233.69,362680,60,1,18,346,0.02,1,3753.13,0,0
66,4702.9,114576,60,1,34,555,0.08,1,3289.92,1,0
69,7603.71,205713,120,1,3,329,0.17,3,3469.57,1,0
59,6548.01,452939,48,3,4,580,0.09,1,2826.86,0,1
23,6100.61,13631,120,3,0,536,0.0,0,1110.7,1,1
32,6486.99,147244,48,1,3,547,0.37,3,2304.3,1,0
60,7856.2,314224,48,3,11,667,0.34,0,3560.09,1,1
54,5805.8,230169,12,3,26,794,0.3,2,2448.48,1,0
50,6108.64,100353,240,3,22,324,0.07,3,3003.09,0,1
25,8276.34,423497,12,1,24,789,0.05,2,2181.25,1,1
61,5336.83,38671,36,1,20,793,0.03,1,1470.19,0,1
61,7236.28,132811,48,1,23,613,0.29,1,2376.66,0,0
22,4992.59,192503,60,3,24,674,0.37,4,2809.05,1,0
56,5168.27,231972,240,1,31,324,0.17,1,1844.31,0,0
21,5791.9,263211,24,3,31,633,0.05,2,2264.29,1,0
23,7030.55,399878,36,0,4,654,0.2,1,1560.54,1,1
62,8388.36,234033,12,3,15,415,0.14,3,3619.24,0,0
49,6193.09,431818,120,2,32,347,0.15,1,2205.54,1,0
69,3000.33,229861,36,1,20,398,0.25,4,3952.76,0,0
47,7262.89,323543,36,1,8,758,0.29,1,4028.75,0,1
64,10907.68,164544,240,2,5,822,0.04,2,2418.95,1,1
52,6217.34,190302,36,3,34,704,0.01,2,1491.55,1,0
57,2582.46,476832,36,0,21,513,0.4,1,500.0,1,0
69,6339.31,17099,24,2,4,802,0.09,2,1027.96,0,1
33,5993.97,259686,360,2,22,747,0.02,2,1126.17,1,1
30,5825.78,428647,120,3,16,557,0.08,4,3878.47,0,0
67,7890.82,66492,120,1,11,420,0.02,3,2615.82,0,0
59,8756.55,106722,120,3,22,353,0.16,4,2889.6,1,0
47,7367.17,450900,48,2,15,630,0.32,0,500.0,1,1
36,5733.88,40111,60,2,2,540,0.14,4,1302.03,1,0
34,8251.36,73936,360,1,29,829,0.18,1,3387.08,0,1
36,3012.34,163686,120,1,21,782,0.27,3,2786.77,1,0
45,4567.89,233332,36,1,8,486,0.2,1,2352.79,0,0
43,4790.74,445207,36,3,28,561,0.34,0,3064.84,1,0
54,5938.1,211548,120,1,22,663,0.35,3,4135.8,1,0
43,7013.47,259031,240,2,12,790,0.0,2,2278.96,0,1
40,5598.57,333064,120,2,31,730,0.31,4,2569.37,0,0
26,4187.93,497510,36,0,22,538,0.18,1,2692.6,1,0
29,7949.7,73530,48,3,16,603,0.4,0,4892.11,1,1
18,5529.09,439440,12,0,20,597,0.19,2,500.0,1,0
18,6204.26,279932,12,2,1,375,0.39,4,3183.22,1,0
64,7102.14,38082,360,0,5,632,0.3,2,2385.2,1,0
51,6077.76,395431,360,2,17,773,0.1,4,3066.77,0,0
49,6086.54,99570,120,0,29,582,0.22,3,1842.63,0,0
65,8060.95,111015,24,1,21,371,0.4,2,2451.03,0,0
42,6302.74,217888,120,0,32,562,0.34,2,3211.41,0,0
57,7725.59,355732,240,1,29,311,0.04,2,5612.91,1,0
62,7089.33,157603,120,1,16,440,0.28,3,3308.04,0,0
18,10033.78,360484,360,3,31,316,0.14,0,1651.93,0,1
33,6818.83,104439,12,1,13,362,0.0,4,2076.24,0,0
56,7275.95,448073,36,1,9,552,0.16,2,2046.59,1,0
22,8203.31,151214,120,0,33,764,0.09,3,704.36,0,1
39,6127.24,125053,36,2,8,675,0.33,0,2169.91,1,1
46,4724.29,58355,36,3,27,819,0.13,4,3232.83,0,1
20,5051.71,413082,24,1,10,389,0.33,3,1225.77,1,0
29,5070.99,211139,36,3,13,474,0.0,4,3548.48,0,0
43,4099.34,244706,12,0,18,375,0.12,2,2987.77,1,0
33,6635.61,135426,48,1,14,699,0.1,0,1765.77,0,1
68,4740.97,74027,48,0,27,370,0.09,3,2358.47,1,0
54,6389.71,461122,60,3,23,479,0.03,0,4098.32,1,0
39,5682.65,169210,240,0,7,423,0.07,2,3233.55,0,0
46,5916.76,102601,120,3,8,680,0.22,0,2508.78,1,1
31,7112.11,39956,240,0,32,592,0.12,0,2262.32,1,1
45,4916.2,248340,12,3,32,494,0.17,1,2576.61,0,0
22,7277.78,114797,36,2,18,527,0.15,0,1988.24,0,1
64,9134.62,397061,48,0,2,730,0.35,4,500.0,1,0
66,6686.22,398447,240,0,9,735,0.36,3,4542.18,0,0
47,4435.81,479511,12,2,0,760,0.2,1,2655.32,0,0
63,4769.96,146511,48,2,28,320,0.13,3,2898.15,0,0
69,5503.47,450457,36,0,33,363,0.04,3,2442.09,1,0
22,4810.22,314677,240,2,12,464,0.38,2,1764.88,1,0
29,4017.64,431486,48,1,0,326,0.02,2,2314.08,1,0
33,6308.81,88815,120,3,33,610,0.12,1,900.61,1,1
43,5557.61,49279,360,3,28,584,0.12,2,4777.09,1,0
43,6379.44,381931,120,3,12,580,0.13,2,1265.49,1,0
65,8372.77,427104,60,1,28,463,0.07,2,1468.03,1,0
38,5527.29,158702,60,2,23,523,0.31,3,2059.74,0,0
56,3629.16,71063,48,2,25,445,0.05,1,3788.08,1,1
53,5202.22,259599,360,0,16,329,0.25,3,2514.51,1,0
50,7540.85,264311,12,2,6,344,0.05,4,1263.86,0,0
47,7353.54,137896,120,0,12,770,0.03,3,3754.34,0,0
54,7037.28,176216,12,1,4,333,0.36,4,3231.0,0,0
40,4750.59,455377,360,3,25,726,0.08,0,3038.43,1,0
27,7503.81,499934,12,3,2,520,0.33,0,3215.73,0,0
22,7953.8,232146,360,3,6,833,0.22,4,4894.36,1,1
53,4609.16,218432,48,2,0,666,0.03,4,4685.09,1,0
51,5916.86,192051,12,0,16,849,0.38,3,1813.28,1,1
69,10040.8,107661,120,0,24,415,0.1,4,4123.88,0,0
48,4520.25,410195,36,1,2,538,0.34,1,2883.17,0,0
27,2589.83,429405,60,2,14,634,0.07,0,2999.1,1,0
36,8765.81,183672,36,1,28,740,0.34,0,807.73,1,1
49,8273.21,462776,12,0,31,447,0.01,4,2329.61,1,0
18,5086.07,481256,36,0,25,308,0.2,2,1687.18,0,0
22,5774.02,133257,120,3,15,587,0.31,2,3328.06,1,0
62,3550.13,464774,120,2,24,687,0.37,4,3571.08,0,0
21,6177.9,358349,12,0,27,349,0.36,1,500.0,1,1
33,8331.83,279054,48,3,8,816,0.33,2,2477.97,0,0
41,4914.79,460929,36,2,0,577,0.36,4,3621.86,1,0
33,7754.2,319001,48,1,28,599,0.08,1,2313.32,0,0
19,6927.45,44964,48,2,21,434,0.11,1,3229.06,0,1
66,7155.63,488883,360,2,15,446,0.12,3,2851.17,0,0
45,5031.38,428443,24,0,6,789,0.15,1,2841.66,0,0
49,5290.75,409194,12,0,13,777,0.16,2,2228.69,0,0
44,2306.46,490743,60,2,28,458,0.22,2,1283.42,0,0
37,4866.66,289297,120,0,18,683,0.06,4,1378.47,1,0
41,8326.97,331909,120,0,18,462,0.28,4,3209.35,1,0
29,4141.34,240156,12,0,1,740,0.07,1,2519.46,1,1
67,4439.4,118212,360,3,14,488,0.12,0,2361.49,1,0
52,7280.38,49071,240,3,2,714,0.2,3,2076.11,0,0
50,6805.54,122990,240,2,10,638,0.32,0,2194.81,1,1
50,7379.73,79519,240,0,29,480,0.3,1,3546.91,0,0
68,3673.56,19503,360,3,17,587,0.26,1,2164.76,0,1
60,11128.12,201775,60,2,1,486,0.06,0,1158.94,0,1
54,3568.49,467595,120,0,31,437,0.22,3,3243.65,1,0
29,6308.49,105457,12,1,7,429,0.03,0,2295.12,0,1
20,5682.69,198938,360,0,21,493,0.15,4,2531.4,1,0
18,3626.72,157977,120,0,5,615,0.17,2,4107.58,1,0
50,5259.58,55838,48,3,11,443,0.02,4,2479.44,1,0
57,6046.62,397344,36,2,14,315,0.11,2,2789.18,1,0
27,4700.05,461495,36,2,27,601,0.38,1,1321.08,1,0
60,7874.45,99489,360,3,17,722,0.38,3,2280.33,0,1
61,5676.75,36806,120,0,1,544,0.14,0,3109.53,0,1
46,3317.45,186072,24,1,12,406,0.02,3,944.63,1,0
30,3147.75,425384,60,0,14,387,0.07,0,2700.85,0,0
29,7212.33,80119,240,0,19,428,0.16,4,2600.79,1,0
48,3026.46,310858,60,1,28,640,0.38,4,2541.29,0,0
63,6632.85,195165,60,3,28,303,0.06,0,3537.16,0,0
19,6889.31,327563,360,2,2,626,0.31,3,2834.44,0,0
68,4009.29,452361,48,3,18,709,0.04,0,3978.07,0,1
67,7781.48,115432,60,3,2,605,0.39,1,1506.41,0,1
52,2564.41,480641,36,0,13,524,0.15,4,2635.92,0,0
40,6592.92,365093,48,2,3,647,0.31,1,2584.47,0,1
34,5918.28,481027,12,2,10,620,0.14,4,1430.75,0,0
43,5762.0,405677,60,3,30,480,0.25,4,3456.3,0,0
25,3644.21,417507,60,1,31,685,0.08,2,4824.67,0,0
46,4125.96,187876,12,3,26,407,0.06,1,2482.99,0,0
43,9237.6,349115,60,1,29,830,0.38,1,3005.02,0,1
27,8430.31,365615,12,2,1,709,0.37,2,2584.52,0,0
43,7484.17,337090,48,3,8,595,0.35,3,1786.42,1,0
51,7879.7,371133,36,0,27,470,0.25,1,679.24,0,0
68,7692.03,94080,12,3,30,630,0.32,0,1794.23,0,1
58,5353.29,262791,24,2,33,792,0.03,2,1108.04,0,0
24,6095.21,464548,360,0,14,494,0.13,1,4204.1,0,0
21,3054.98,87794,360,0,24,311,0.13,3,2384.89,0,0
67,5820.61,302985,12,1,7,494,0.25,1,2154.08,0,0
62,8366.83,134447,360,0,8,789,0.14,4,3389.15,1,0
28,4678.59,130029,60,0,31,481,0.06,0,1378.25,1,0
46,8046.28,189830,240,3,16,615,0.24,2,1733.14,1,1
53,6183.17,348416,240,2,34,329,0.33,4,2568.07,0,0
42,3229.26,47643,360,1,18,395,0.15,3,3528.77,0,0
38,3785.36,453624,48,3,28,680,0.05,4,3001.69,0,0
53,7838.61,316094,120,0,6,743,0.08,4,2748.33,1,0
27,7105.05,197921,48,0,27,597,0.09,3,2578.12,0,0
54,6203.53,372644,120,1,8,660,0.12,4,2900.24,0,0
26,5451.94,169116,240,2,27,673,0.26,2,2701.65,1,0
41,6421.14,397732,240,1,5,602,0.24,1,1470.03,1,1
52,7760.59,25997,12,3,28,720,0.28,4,2546.08,0,1
66,8951.71,351895,36,1,16,545,0.15,2,1426.31,0,0
52,9047.37,108605,24,0,15,536,0.33,1,2581.08,0,0
65,6743.92,427127,48,3,22,833,0.08,1,2019.35,0,0
53,5656.14,327677,60,0,30,484,0.19,4,5039.38,1,0
35,6292.5,354710,120,2,2,767,0.32,2,2460.11,0,0
66,7044.24,235942,360,0,20,662,0.07,4,1095.76,0,0
56,7036.13,155643,60,0,25,582,0.04,3,2365.82,1,0
49,8615.97,118255,36,1,21,635,0.35,1,3019.36,0,1
41,10231.51,270298,120,0,11,461,0.14,4,4173.36,0,0
40,5589.49,497679,48,3,12,459,0.27,1,1910.55,1,0
49,10311.77,461157,12,3,10,773,0.01,2,917.57,1,1
54,8344.48,68005,60,2,15,621,0.28,0,3316.84,0,1
29,5798.35,227322,36,3,7,311,0.13,4,1119.4,1,0
66,8997.13,199784,48,1,1,723,0.02,4,2063.84,1,0
30,9371.3,53541,240,2,29,372,0.24,1,2242.38,0,0
40,5079.41,33387,240,3,29,500,0.1,2,2430.37,1,0
42,9464.43,366124,48,1,11,821,0.15,3,3189.16,0,1
52,8150.17,189980,48,3,9,804,0.03,2,1816.37,0,1
58,10737.12,95457,48,3,10,338,0.06,4,2226.27,0,0
47,5151.92,154129,120,0,14,359,0.12,3,2485.73,0,0
34,5293.15,74028,48,3,15,620,0.04,2,2649.6,1,0
66,2000.0,129246,60,3,16,734,0.36,0,2597.83,0,0
37,7142.39,327875,36,1,25,707,0.0,1,2936.01,0,1
65,6750.5,165930,120,1,1,685,0.19,2,3343.84,0,1
42,4874.01,189761,48,0,11,377,0.05,2,2892.63,0,0
39,5836.3,54638,24,3,25,493,0.12,0,2953.59,1,1
30,3377.56,494814,360,0,22,584,0.37,4,917.78,1,0
36,8396.89,187558,24,3,17,826,0.06,1,2550.23,1,1
66,5020.6,30567,36,2,31,823,0.39,2,2979.51,0,1
53,12188.1,432955,240,2,2,455,0.08,3,3228.94,1,0
29,5648.8,67804,12,0,2,639,0.3,2,1807.65,1,1
58,4480.76,380965,12,0,29,424,0.22,1,1840.96,0,0
36,5175.37,13754,360,0,0,579,0.35,2,1925.9,1,0
29,3176.08,37044,240,1,29,427,0.22,0,3036.41,0,1
26,6964.54,77260,120,1,31,613,0.21,2,3533.88,1,1
24,5160.2,76912,120,1,27,631,0.08,2,2092.54,1,1
45,8262.51,266695,120,0,20,449,0.07,3,3407.96,1,0
31,5450.51,18706,12,3,12,753,0.37,0,2623.48,1,1
48,8768.88,281038,24,2,26,335,0.13,0,2375.71,0,0
69,7514.91,421253,12,0,6,719,0.15,2,2288.62,0,0
36,6057.19,356130,60,1,21,321,0.3,3,3246.61,1,0
64,9160.47,354086,48,1,9,505,0.14,2,2825.58,0,0
33,7904.59,192684,120,0,14,655,0.38,2,4775.83,1,0
22,11892.43,39725,24,0,14,739,0.3,1,1647.78,1,1
52,5181.09,146998,36,1,3,395,0.24,1,3018.1,1,1
29,6153.23,114555,360,3,31,463,0.35,3,1970.8,1,0
42,9137.42,271486,36,1,22,447,0.02,4,1630.71,1,0
69,2912.92,281640,48,1,5,829,0.1,1,2489.13,1,0
38,8633.89,66447,24,0,23,593,0.19,4,2637.35,0,1
53,6878.61,373748,12,3,19,494,0.09,0,5418.17,0,1
40,4223.58,170878,12,1,19,779,0.3,1,2315.85,1,1
33,3273.92,360343,60,1,11,422,0.37,1,1369.82,0,0
56,4655.02,51321,60,2,32,699,0.17,3,2773.01,1,0
62,2000.0,263113,12,0,27,751,0.14,4,500.0,0,0
59,5020.92,243103,36,2,7,403,0.38,1,2408.04,0,0
56,7245.11,468311,360,2,0,761,0.18,1,2516.03,0,1
31,5047.4,425872,120,1,21,695,0.2,3,3294.6,1,0
48,8776.63,65147,36,0,5,636,0.14,3,3473.62,0,1
22,9319.9,101396,360,3,20,441,0.36,4,1996.43,1,0
52,8551.29,452882,60,1,31,616,0.23,0,2349.39,1,1
40,6461.28,485584,48,3,34,826,0.3,0,1733.88,1,1
46,2000.0,310931,360,3,14,700,0.32,2,1371.94,0,0
60,4592.61,254839,12,0,4,609,0.14,1,2809.89,0,0
28,5715.92,466162,60,2,5,794,0.17,4,1226.41,0,0
35,4212.26,31727,60,0,24,408,0.34,1,2085.37,1,1
64,5720.99,249423,120,3,28,671,0.15,4,1504.83,1,0
29,9220.13,105081,12,1,6,505,0.32,4,3049.68,0,0
26,2708.45,394865,120,3,12,342,0.38,4,4301.43,1,0
27,9623.38,251130,12,1,17,544,0.25,1,1198.41,0,1
61,7769.45,78056,120,1,1,586,0.3,3,646.98,0,1
34,6536.43,144153,360,0,7,654,0.32,1,2375.11,0,1
55,4572.77,175268,36,3,10,775,0.34,4,2515.7,0,0
24,4252.1,177807,48,2,32,382,0.16,2,2718.66,1,0
63,2747.56,245821,48,3,26,409,0.02,0,2053.68,0,0
30,9433.53,90102,12,3,19,489,0.16,4,2299.36,0,0
57,9075.22,482794,24,2,11,550,0.27,2,2867.51,0,0
59,3187.43,166570,240,0,30,590,0.18,3,3540.43,0,0
26,4894.74,86865,60,3,26,500,0.3,4,544.95,0,0
67,6866.29,172728,60,3,31,625,0.14,2,2131.06,0,0
44,5400.98,77695,12,1,9,810,0.25,4,2713.81,0,1
19,2162.65,441116,360,3,2,708,0.07,1,1582.02,1,0
22,4684.45,127235,120,2,26,807,0.3,2,4231.17,1,1
46,9902.07,488115,24,1,34,371,0.22,1,1864.59,1,0
54,4820.04,450917,36,0,30,546,0.08,1,2458.71,1,0
55,5673.07,118777,120,1,14,643,0.12,2,3056.02,0,0
36,3709.65,29033,120,2,15,353,0.3,0,1908.72,1,0
25,7175.53,151877,12,2,12,827,0.19,2,653.43,1,1
65,6230.3,176923,12,1,34,831,0.09,0,2071.35,1,1
62,4515.96,36832,360,0,10,492,0.39,4,3529.44,0,0
18,3390.69,204509,60,1,20,357,0.29,4,2163.1,1,0
39,8809.09,387869,12,0,10,736,0.38,2,1653.57,1,1
69,2788.91,155016,12,1,29,410,0.17,4,3425.67,0,0
34,7007.63,292017,12,2,34,428,0.19,3,2169.23,1,0
24,2000.0,50372,360,3,21,625,0.36,1,1989.84,0,1
42,7414.42,99464,60,3,30,307,0.21,1,2649.46,1,0
62,7940.6,156451,36,0,13,328,0.28,0,3270.75,0,1
21,8189.57,127322,36,0,23,411,0.1,4,4881.71,1,0
53,5677.58,177823,240,0,31,430,0.18,0,3327.24,1,0
23,9168.01,372226,240,2,31,487,0.05,1,3659.84,1,0
48,10615.58,230894,12,1,14,774,0.08,1,1994.03,0,1
36,5356.75,277254,240,2,34,663,0.0,4,1474.13,1,0
61,5097.99,457557,60,3,2,503,0.02,3,2562.33,0,0
56,6298.35,284231,360,0,15,511,0.39,3,2607.17,0,0
44,5044.64,426978,36,1,4,575,0.1,4,1421.49,0,0
27,4752.26,354761,120,3,20,372,0.27,4,2324.71,0,0
43,4926.52,110483,36,3,9,542,0.34,0,2899.32,1,0
36,9431.51,19596,36,3,18,401,0.22,4,2860.39,1,1
56,7543.76,244627,60,2,24,470,0.06,3,3004.29,1,0
20,5038.11,117539,240,0,3,487,0.29,4,2790.96,0,0
62,2000.0,28313,120,3,28,740,0.24,0,1992.99,1,1
30,2911.07,385319,60,0,18,385,0.29,0,1986.1,0,0
67,7006.86,207621,12,2,1,775,0.31,0,1301.05,0,1
45,2000.0,124914,360,3,9,351,0.39,0,4284.78,0,0
37,6585.99,33705,48,2,24,410,0.23,2,2513.45,1,0
45,3868.87,208436,36,2,19,342,0.14,4,2275.15,1,0
25,6183.61,345589,48,0,18,510,0.26,1,1571.21,0,0
58,6127.71,113892,360,3,22,499,0.03,4,5435.66,1,0
56,6241.18,219717,360,2,23,325,0.36,2,1426.67,1,0
18,5211.16,274167,60,3,10,598,0.05,0,2071.15,0,1
20,5145.43,129654,60,0,33,376,0.13,2,2915.84,0,0
30,4558.42,200868,60,2,27,436,0.33,3,3100.21,1,0
45,6967.78,90073,48,0,4,319,0.24,3,3457.93,0,0
66,7610.39,364341,60,3,4,739,0.16,4,4307.61,0,0
42,3562.05,74429,360,3,20,510,0.19,4,3006.16,1,0
50,5896.74,114195,12,0,11,734,0.34,1,1443.97,1,1
55,6393.16,202699,60,1,3,506,0.14,1,2243.05,0,0
23,6367.54,43848,24,2,19,738,0.35,3,2807.83,1,1
61,6333.54,441020,240,3,24,341,0.04,0,4568.23,0,0
62,5195.93,418595,48,3,13,710,0.31,2,1102.19,0,0
49,6558.06,462880,24,2,10,822,0.34,1,3702.58,1,0
62,7236.06,299910,60,0,31,726,0.07,1,2679.91,0,1
64,6282.07,78099,360,0,10,574,0.17,0,3337.83,0,1
38,7011.88,439276,12,0,17,747,0.07,0,2398.01,0,1
33,7980.71,497949,36,1,26,668,0.28,4,1657.57,1,0
38,2298.12,79122,120,1,17,519,0.21,2,3250.87,1,0
28,7886.93,157159,240,3,22,531,0.25,0,3154.43,1,1
54,6684.86,58868,120,0,10,627,0.08,1,3472.06,0,0
53,3776.75,129119,60,2,20,742,0.08,1,2486.7,0,0
52,7604.94,426441,240,3,4,351,0.02,3,1900.18,1,0
36,5203.36,367430,240,2,22,675,0.13,0,941.21,1,0
37,5476.07,278787,12,3,24,562,0.22,4,3319.37,1,0
35,4984.64,496275,240,1,9,566,0.34,2,2923.89,0,0
64,6604.8,308871,48,3,21,658,0.27,4,1534.22,1,0
58,4429.29,414221,24,1,18,616,0.17,1,1961.43,0,0
66,7802.95,119079,24,3,0,623,0.38,4,2033.24,1,1
31,5722.27,337841,24,0,6,720,0.29,1,1017.02,0,0
32,5271.6,26029,48,2,3,345,0.37,1,1682.32,0,0
48,7505.75,256353,120,0,0,568,0.21,1,1366.17,1,0
18,5360.89,417442,12,3,14,680,0.1,1,2087.52,0,1
20,7896.35,204718,240,3,11,417,0.02,1,1761.3,1,1
33,7959.19,463819,48,3,21,415,0.29,3,873.0,0,0
40,3330.39,431947,24,1,21,559,0.05,4,4522.59,0,0
28,8218.52,381602,60,2,16,374,0.12,3,3752.54,1,0
29,3075.93,382528,36,2,28,779,0.21,3,1720.98,0,0
27,8343.16,78926,240,3,13,604,0.23,0,2772.42,1,1
49,10056.71,147069,48,3,19,306,0.24,0,2917.47,1,0
33,7749.67,327650,360,1,32,665,0.07,0,3691.09,1,1
25,2000.0,350373,48,0,14,822,0.15,2,1681.39,0,0
55,8127.13,453031,12,0,11,647,0.25,0,3592.11,0,1
29,10492.26,52092,12,2,19,737,0.39,4,1952.09,0,1
41,5393.94,334683,48,1,29,514,0.29,3,1164.14,1,0
45,5930.59,469293,24,3,2,728,0.37,4,3224.14,1,0
25,3623.03,162889,36,2,27,797,0.3,0,3790.76,0,1
45,6624.16,178933,240,1,25,839,0.24,2,5087.91,0,1
53,8538.35,23428,12,0,29,666,0.08,2,1300.27,1,1
43,7395.47,185006,240,1,12,612,0.27,3,3198.92,0,0
25,12283.93,256627,24,0,12,837,0.25,4,2090.2,1,1
67,6066.05,255439,240,1,1,353,0.24,1,3283.36,0,0
45,2738.65,151330,60,2,1,840,0.2,4,1029.51,1,1
45,6341.94,67775,12,0,25,766,0.21,0,1237.23,0,1
54,2000.0,222652,24,2,10,463,0.13,1,1724.13,0,0
58,4933.79,498163,24,2,7,633,0.21,2,2578.96,1,0
53,9248.76,277613,36,0,21,846,0.08,3,1858.92,1,1
44,6650.27,300998,36,0,19,647,0.32,3,3159.05,1,1
34,6358.83,147328,60,3,7,572,0.07,2,3526.89,0,0
26,9641.56,265158,24,3,28,713,0.03,0,3099.58,1,1
50,5458.8,86256,120,3,25,799,0.17,2,4118.79,1,1
37,8523.64,437153,24,2,29,392,0.26,0,2915.83,0,1
30,6258.61,371278,36,2,16,378,0.18,1,1283.1,1,0
45,6760.09,142723,120,3,19,516,0.11,2,3863.38,1,0
65,3565.39,191360,12,2,15,657,0.22,0,1894.84,1,0
46,5035.91,356874,12,2,6,806,0.14,1,3410.42,0,0
30,3204.96,428267,240,0,15,480,0.37,2,4073.73,0,0
63,5809.51,299530,48,0,26,545,0.37,3,2956.69,0,0
52,6780.8,478270,36,2,22,543,0.2,2,1003.84,1,0
23,3779.92,252634,48,3,23,805,0.13,4,1581.79,0,0
35,10098.36,419400,120,1,8,721,0.29,2,3822.74,1,1
68,6556.21,43787,36,3,34,619,0.01,4,2330.88,1,0
22,6115.59,31621,60,1,19,386,0.19,1,2579.57,1,1
64,7539.32,478780,24,3,16,516,0.13,2,3258.82,0,0
42,4342.14,87984,60,0,30,789,0.37,1,3196.32,0,1
19,6326.95,463008,120,2,7,818,0.0,1,2778.8,1,1
